"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Toxicity"
"6165","Positive Regulation of Phospholipid Biosynthetic Process (GO:0071073)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"XBP1","Low"
"6166","Positive Regulation of Protein K63-linked Ubiquitination (GO:1902523)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"UBE2N","Low"
"6167","Positive Regulation of Steroid Metabolic Process (GO:0045940)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"APOE","Low"
"6168","Positive Regulation of Triglyceride Lipase Activity (GO:0061365)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"APOH","Low"
"6169","Protein Localization to Presynapse (GO:1905383)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"MAPK8IP3","Low"
"6170","Proteoglycan Catabolic Process (GO:0030167)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"IDUA","Low"
"6171","Proton-Transporting ATP Synthase Complex Assembly (GO:0043461)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"TMEM70","Low"
"6172","Purine Ribonucleoside Monophosphate Catabolic Process (GO:0009169)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"HPRT1","Low"
"6173","Regulation of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"CD55","Low"
"6174","Regulation of T-helper 2 Cell Differentiation (GO:0045628)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"RARA","Low"
"6175","Reg of Cardiac Muscle Cell Action Potential Inv in Reg of Contraction (GO:0098909)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"CAV1","Low"
"6176","Regulation of Chemokine-Mediated Signaling Pathway (GO:0070099)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"HIF1A","Low"
"6177","Regulation of Chromosome Condensation (GO:0060623)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"RAB33B","Low"
"6178","Regulation of Collateral Sprouting (GO:0048670)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"ULK1","Low"
"6179","Regulation of Dendritic Cell Chemotaxis (GO:2000508)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"GAS6","Low"
"6180","Regulation of Dopamine Receptor Signaling Pathway (GO:0060159)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"DTNBP1","Low"
"6181","Regulation of Dopamine Uptake Involved in Synaptic Transmission (GO:0051584)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"TOR1A","Low"
"6182","Regulation of Excitatory Synapse Assembly (GO:1904889)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"CLSTN3","Low"
"6183","Regulation of Glutamate Receptor Signaling Pathway (GO:1900449)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"PRNP","Low"
"6184","Regulation of Mammary Gland Epithelial Cell Proliferation (GO:0033599)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"DEAF1","Low"
"6185","Reg of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target (GO:0002858)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"PVR","Low"
"6186","Regulation of Neuromuscular Junction Development (GO:1904396)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"MYCBP2","Low"
"6187","Regulation of Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070432)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"SLC15A4","Low"
"6188","Regulation of Positive Chemotaxis (GO:0050926)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"VEGFA","Low"
"6189","Regulation of Protein Glycosylation (GO:0060049)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"GOLGA2","Low"
"6190","Regulation of Protein Kinase A Signaling (GO:0010738)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"TCIM","Low"
"6191","Regulation of Thymocyte Apoptotic Process (GO:0070243)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"BBC3","Low"
"6192","Response to Granulocyte Macrophage Colony-Stimulating Factor (GO:0097012)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"ZFP36L2","Low"
"6193","Response to Hydroperoxide (GO:0033194)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"DAPK1","Low"
"6194","siRNA Processing (GO:0030422)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"DICER1","Low"
"6195","Skeletal Myofibril Assembly (GO:0014866)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"TTR","Low"
"6196","Sodium-Dependent Phosphate Transport (GO:0044341)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"SLC17A4","Low"
"6197","Spleen Development (GO:0048536)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"CITED2","Low"
"6198","Thyroid Hormone Transport (GO:0070327)","1/7",0.732563661577641,0.929689985377108,0,0,0.803961549665016,0.250196879680743,"SLC3A2","Low"
"6199","Phospholipid Catabolic Process (GO:0009395)","4/28",0.732788849691662,0.929689985377108,0,0,0.803790087463557,0.249896474822207,"PRDX5;PRKCSH;ANGPTL3;PNPLA6","Low"
"6200","Positive Regulation of Leukocyte Migration (GO:0002687)","4/28",0.732788849691662,0.929689985377108,0,0,0.803790087463557,0.249896474822207,"MIA3;ADAM8;IL6R;VEGFA","Low"
"6201","Regulation of Insulin Secretion Involved in Cellular Response to Glucose Stimulus (GO:0061178)","4/28",0.732788849691662,0.929689985377108,0,0,0.803790087463557,0.249896474822207,"KLF7;PPP3CB;SRI;CDK16","Low"
"6202","Regulation of Microtubule Depolymerization (GO:0031114)","4/28",0.732788849691662,0.929689985377108,0,0,0.803790087463557,0.249896474822207,"ATXN7;CIB1;BMERB1;CLASP1","Low"
"6203","Regulation of Monoatomic Ion Transport (GO:0043269)","4/28",0.732788849691662,0.929689985377108,0,0,0.803790087463557,0.249896474822207,"KCNJ8;NEDD4;KCNJ14;WWP2","Low"
"6204","Ventricular Septum Morphogenesis (GO:0060412)","4/28",0.732788849691662,0.929689985377108,0,0,0.803790087463557,0.249896474822207,"NOTCH1;CITED2;SMAD7;TGFBR2","Low"
"6205","Positive Regulation of Cellular Component Organization (GO:0051130)","17/111",0.735439896591709,0.93280146711335,0,0,0.871811156981052,0.267895764246877,"SH3GLB1;ANXA2;AHNAK;INSR;PTPN23;RHOC;SPIDR;ADD1;WARS1;RUNX1;BBC3;VEGFA;FLOT1;RACK1;APOE;ANAPC2;S100A10","Low"
"6206","Regulation of Canonical Wnt Signaling Pathway (GO:0060828)","34/216",0.738691495328691,0.936672778692089,0,0,0.90021978021978,0.272653982698278,"TNKS;HDAC1;CHD8;ILK;LIMD1;CCAR2;EGFR;UBR5;APOE;TBL1X;RPS12;WLS;WWTR1;CSNK1G3;TLE3;USP47;TCF7L2;CAV1;AMFR;ATP6AP2;SOX13;AXIN1;NFKB1;BICC1;TMEM198;UBAC2;PPP1CA;TLE5;CYLD;BMP2;CCNY;SDHAF2;TBL1XR1;FGFR2","Low"
"6207","Cellular Response to Chemokine (GO:1990869)","7/48",0.739817579718405,0.937341690808271,0,0,0.823268591600418,0.248093337825052,"CXCL10;RIPOR1;CXCL11;ZC3H12A;CCL2;CCL16;RHOA","Low"
"6208","Positive Regulation of Leukocyte Cell-Cell Adhesion (GO:1903039)","7/48",0.739817579718405,0.937341690808271,0,0,0.823268591600418,0.248093337825052,"PYCARD;PRKAA1;NR5A2;CCL2;SIRPA;RHOA;HSPD1","Low"
"6209","Replication Fork Processing (GO:0031297)","7/48",0.739817579718405,0.937341690808271,0,0,0.823268591600418,0.248093337825052,"GEN1;FAM111A;RAD50;EME2;CARM1;RFWD3;ASF1A","Low"
"6210","Cellular Response to cAMP (GO:0071320)","5/35",0.741661649406986,0.93816005086538,0,0,0.803732866724993,0.240205322863832,"AQP9;AKAP9;RAPGEF1;EZR;SLC26A6","Low"
"6211","Positive Regulation of Axonogenesis (GO:0050772)","5/35",0.741661649406986,0.93816005086538,0,0,0.803732866724993,0.240205322863832,"MACF1;PLXNB2;PLXNB1;MAP3K13;SKIL","Low"
"6212","Positive Regulation of Mitotic Nuclear Division (GO:0045840)","5/35",0.741661649406986,0.93816005086538,0,0,0.803732866724993,0.240205322863832,"PDGFRB;CDC23;INSR;CDC16;LRP5","Low"
"6213","Regulation of T Cell Mediated Cytotoxicity (GO:0001914)","5/35",0.741661649406986,0.93816005086538,0,0,0.803732866724993,0.240205322863832,"STX7;HLA-B;HLA-C;HLA-A;ULBP3","Low"
"6214","Regulation of Neuronal Synaptic Plasticity (GO:0048168)","5/35",0.741661649406986,0.93816005086538,0,0,0.803732866724993,0.240205322863832,"SYAP1;NSMF;APOE;CAMK2G;RAB5A","Low"
"6215","Regulation of Protein Localization to Membrane (GO:1905475)","5/35",0.741661649406986,0.93816005086538,0,0,0.803732866724993,0.240205322863832,"VPS4A;STX7;CAMK2G;GBP1;SPTBN1","Low"
"6216","Sensory Organ Development (GO:0007423)","11/74",0.746165648294528,0.943603288206647,0,0,0.84179847808244,0.246485038160775,"RBP4;MAFB;FZD5;SCO2;SMOC1;CHD7;SH3PXD2B;RAB18;ECE1;MYO7A;ZDHHC16","Low"
"6217","Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046425)","8/55",0.75006695342065,0.94655173884519,0,0,0.820707729378594,0.236029638148441,"GHR;NOTCH1;HGS;CAV1;BCL3;OCIAD1;OCIAD2;CALM1","Low"
"6218","Cardiac Ventricle Morphogenesis (GO:0003208)","6/42",0.750713017736018,0.94655173884519,0,0,0.8036756126021,0.230439382147113,"NOTCH1;PKP2;RBPJ;FGFR2;SMAD7;TGFBR2","Low"
"6219","Ceramide Biosynthetic Process (GO:0046513)","6/42",0.750713017736018,0.94655173884519,0,0,0.8036756126021,0.230439382147113,"CERS6;SGMS1;SPTLC3;DEGS1;SPTSSA;CERS2","Low"
"6220","Lipid Catabolic Process (GO:0016042)","6/42",0.750713017736018,0.94655173884519,0,0,0.8036756126021,0.230439382147113,"HSD11B1;PRKCSH;ECI2;ANGPTL3;MGST2;APOA4","Low"
"6221","Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900225)","6/42",0.750713017736018,0.94655173884519,0,0,0.8036756126021,0.230439382147113,"HSPA8;MAVS;STMP1;LAMP2;EIF2AK2;MYD88","Low"
"6222","Anterior/Posterior Axis Specification (GO:0009948)","3/22",0.754634124734929,0.94655173884519,0,0,0.761493503505193,0.214377364612753,"SKI;FZD5;WLS","Low"
"6223","Epithelial Structure Maintenance (GO:0010669)","3/22",0.754634124734929,0.94655173884519,0,0,0.761493503505193,0.214377364612753,"SERPINA3;RBP4;CXADR","Low"
"6224","Hexose Transmembrane Transport (GO:0008645)","3/22",0.754634124734929,0.94655173884519,0,0,0.761493503505193,0.214377364612753,"SLC2A9;SLC2A14;SLC50A1","Low"
"6225","Inositol Phosphate Metabolic Process (GO:0043647)","3/22",0.754634124734929,0.94655173884519,0,0,0.761493503505193,0.214377364612753,"MINPP1;OCRL;IP6K2","Low"
"6226","Membrane Protein Ectodomain Proteolysis (GO:0006509)","3/22",0.754634124734929,0.94655173884519,0,0,0.761493503505193,0.214377364612753,"HM13;ADAM9;SPPL3","Low"
"6227","Negative Regulation of Cell Communication (GO:0010648)","3/22",0.754634124734929,0.94655173884519,0,0,0.761493503505193,0.214377364612753,"PTPN1;ERBB3;IGFBP3","Low"
"6228","Nucleophagy (GO:0044804)","3/22",0.754634124734929,0.94655173884519,0,0,0.761493503505193,0.214377364612753,"ATG3;ULK3;ULK1","Low"
"6229","Positive Regulation of Interferon-Alpha Production (GO:0032727)","3/22",0.754634124734929,0.94655173884519,0,0,0.761493503505193,0.214377364612753,"MAVS;STAT1;HSPD1","Low"
"6230","Positive Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0045954)","3/22",0.754634124734929,0.94655173884519,0,0,0.761493503505193,0.214377364612753,"CADM1;LAMP1;PVR","Low"
"6231","Positive Regulation of Nervous System Process (GO:0031646)","3/22",0.754634124734929,0.94655173884519,0,0,0.761493503505193,0.214377364612753,"CDK18;RNF10;DICER1","Low"
"6232","tRNA Aminoacylation (GO:0043039)","3/22",0.754634124734929,0.94655173884519,0,0,0.761493503505193,0.214377364612753,"GARS1;IARS2;DTD1","Low"
"6233","Actin-Myosin Filament Sliding (GO:0033275)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"MYL6;TTR","Low"
"6234","Amyloid Precursor Protein Catabolic Process (GO:0042987)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"ADAM10;ADAM9","Low"
"6235","Astrocyte Development (GO:0014002)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"CNTF;CDK6","Low"
"6236","Ceramide Transport (GO:0035627)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"ABCA2;VAPA","Low"
"6237","Genitalia Development (GO:0048806)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"HSD17B3;PTPN11","Low"
"6238","Membrane Repolarization During Action Potential (GO:0086011)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"YWHAE;ATP1B1","Low"
"6239","Negative Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900226)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"HSPA8;LAMP2","Low"
"6240","Negative Regulation of Chondrocyte Differentiation (GO:0032331)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"NR5A2;PTPN11","Low"
"6241","Negative Regulation of Immune Effector Process (GO:0002698)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"RPS19;CD55","Low"
"6242","Negative Regulation of Macrophage Activation (GO:0043031)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"ZC3H12A;FAM76B","Low"
"6243","Positive Regulation of Immunoglobulin Mediated Immune Response (GO:0002891)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"KMT5C;HMCES","Low"
"6244","Positive Regulation of Membrane Protein Ectodomain Proteolysis (GO:0051044)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"ADAM9;APOE","Low"
"6245","Positive Regulation of Mitotic Sister Chromatid Separation (GO:1901970)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"CDC23;CDC16","Low"
"6246","Protein Trimerization (GO:0070206)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"PNPT1;SIGMAR1","Low"
"6247","Regulation of Amyloid-Beta Clearance (GO:1900221)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"CYP51A1;APOE","Low"
"6248","Regulation of Bone Remodeling (GO:0046850)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"SRC;SLC4A2","Low"
"6249","Regulation of Catecholamine Secretion (GO:0050433)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"GRK2;DTNBP1","Low"
"6250","Regulation of Cellular Response to Heat (GO:1900034)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"DNAJC2;CREBBP","Low"
"6251","Regulation of Hormone Secretion (GO:0046883)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"SNX6;VAMP3","Low"
"6252","Regulation of Phosphate Metabolic Process (GO:0019220)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"MCM7;SMG5","Low"
"6253","Regulation of Response to Endoplasmic Reticulum Stress (GO:1905897)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"LPCAT3;EIF2AK3","Low"
"6254","Renal Water Homeostasis (GO:0003091)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"CYP4F2;CYP4F12","Low"
"6255","Retinal Metabolic Process (GO:0042574)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"AKR1C1;AKR1C3","Low"
"6256","Unsaturated Fatty Acid Biosynthetic Process (GO:0006636)","2/15",0.756556360017814,0.94655173884519,0,0,0.742020799713107,0.207007662322776,"PTGES3;DEGS1","Low"
"6257","Fc-gamma Receptor Signaling Pathway (GO:0038094)","4/29",0.758451894266059,0.947661435973921,0,0,0.771591836734694,0.213326550887762,"YES1;SRC;PRKCE;PKN1","Low"
"6258","Camera-Type Eye Development (GO:0043010)","4/29",0.758451894266059,0.947661435973921,0,0,0.771591836734694,0.213326550887762,"SKI;NES;TSKU;VEGFA","Low"
"6259","Negative Regulation of Interleukin-1 Production (GO:0032692)","4/29",0.758451894266059,0.947661435973921,0,0,0.771591836734694,0.213326550887762,"ZC3H12A;TNFAIP3;GAS6;GIT1","Low"
"6260","Regulation of Monoatomic Ion Transmembrane Transport (GO:0034765)","4/29",0.758451894266059,0.947661435973921,0,0,0.771591836734694,0.213326550887762,"KCNJ8;NEDD4;KCNJ14;WWP2","Low"
"6261","Regulation of Vascular Endothelial Growth Factor Production (GO:0010574)","4/29",0.758451894266059,0.947661435973921,0,0,0.771591836734694,0.213326550887762,"SARS1;EIF2AK3;MIA3;HIF1A","Low"
"6262","Carboxylic Acid Transport (GO:0046942)","7/49",0.759609115415014,0.948732753822481,0,0,0.803618325065655,0.220955903046377,"SLC16A1;SLC38A6;SLC1A4;SLC3A2;SLC15A4;SLC38A2;SLC38A5","Low"
"6263","Mitotic Cytokinesis (GO:0000281)","9/62",0.759713201336776,0.948732753822481,0,0,0.818713675802231,0.224994212276516,"SON;VPS72;JTB;MYH14;CNTROB;RHOC;EXOC2;SPTBN1;RHOB","Low"
"6264","Negative Regulation of Double-Strand Break Repair (GO:2000780)","5/36",0.764407002723203,0.948738048348631,0,0,0.777758962925333,0.208948760753594,"KAT5;OGG1;C1QBP;KMT5A;ERCC6","Low"
"6265","Regulatory ncRNA Processing (GO:0070918)","5/36",0.764407002723203,0.948738048348631,0,0,0.777758962925333,0.208948760753594,"ZC3H7B;AGO4;DICER1;PUM1;SPOUT1","Low"
"6266","Sister Chromatid Segregation (GO:0000819)","5/36",0.764407002723203,0.948738048348631,0,0,0.777758962925333,0.208948760753594,"TOP2B;PPP1CC;ZNF207;INO80;WAPL","Low"
"6267","Positive Regulation of Leukocyte Chemotaxis (GO:0002690)","8/56",0.768215346076945,0.948738048348631,0,0,0.803561004086398,0.211887133307888,"CXCL10;C1QBP;NEDD9;CCL2;MAPK1;GAS6;IL6R;VEGFA","Low"
"6268","Visual Perception (GO:0007601)","15/101",0.770029003701765,0.948738048348631,0,0,0.840719100512186,0.219702682516667,"COL18A1;SLC24A1;CRYBG3;PITPNA;GUCA1B;CRYBB3;MYO7A;RABGGTB;MYO9A;MED12;ATXN7;CEP250;REEP6;KIFC3;DRAM2","Low"
"6269","Positive Regulation of Biomineral Tissue Development (GO:0070169)","6/43",0.771204608595546,0.948738048348631,0,0,0.781907344917847,0.203140747850384,"PPP3CA;BMP2;RXRA;PTRH2;ISG15;ATRAID","Low"
"6270","Regulation of Chemokine Production (GO:0032642)","6/43",0.771204608595546,0.948738048348631,0,0,0.781907344917847,0.203140747850384,"PYCARD;HMOX1;EIF2AK2;HIF1A;IL6R;FOXP1","Low"
"6271","Skeletal System Morphogenesis (GO:0048705)","6/43",0.771204608595546,0.948738048348631,0,0,0.781907344917847,0.203140747850384,"SKI;LAMA5;ANKRD11;LRP5;FGFR2;RAB33B","Low"
"6272","T Cell Activation (GO:0042110)","17/114",0.774643722581949,0.948738048348631,0,0,0.844694055495717,0.215694374005076,"CXADR;TNFSF14;CLSTN1;CHD7;MSN;DDOST;HSPD1;DPP4;NCOR2;TOX4;CUL4A;PPP3CA;PPP3CB;CASP8;GRB2;CD276;NCK1","Low"
"6273","Canonical Wnt Signaling Pathway (GO:0060070)","9/63",0.776480523889099,0.948738048348631,0,0,0.803503649635037,0.203273341215824,"TCF7L2;FZD5;CAV1;DVL1;LRP5;RAB5A;LRP6;BCL9L;SMAD7","Low"
