Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Toxicity
Myelination (GO:0042552),6/50,0.8768001533233588,0.9733181352626527,0,0,0.6621261040104598,0.08705381607856472,SKI;ARHGEF10;GAL3ST1;ADGRG6;PRG2;DEGS1,Low
3'-UTR-mediated mRNA Stabilization (GO:0070935),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,HNRNPC;MYD88,Low
Ganglioside Metabolic Process (GO:0001573),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,NEU3;CLN6,Low
Multicellular Organismal-Level Water Homeostasis (GO:0050891),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,CYP4F2;TRPV4,Low
Neuromuscular Process (GO:0050905),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,GCH1;MYCBP2,Low
Oogenesis (GO:0048477),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,KMT2D;MARF1,Low
Phosphatidylinositol Dephosphorylation (GO:0046856),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,MTMR11;SACM1L,Low
Positive Regulation of Blood Coagulation (GO:0030194),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,F12;APOH,Low
Positive Regulation of Macrophage Migration (GO:1905523),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,CCL2;MAPK1,Low
Presynaptic Endocytosis (GO:0140238),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,CANX;PIP5K1C,Low
Regulation of Endopeptidase Activity (GO:0052548),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,FETUB;GAPDH,Low
Regulation of Granulocyte Chemotaxis (GO:0071622),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,CCL2;MAPK1,Low
Regulation of Sodium Ion Transmembrane Transport (GO:1902305),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,DLG1;PRKCE,Low
Regulation of Spindle Organization (GO:0090224),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,DYNC1H1;CLTC,Low
Response to Fatty Acid (GO:0070542),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,PPP5C;PID1,Low
Sphingosine Metabolic Process (GO:0006670),2/20,0.8788893966465507,0.9733181352626527,0,0,0.5397244209909118,0.06967638142042834,SPTLC3;SPTSSA,Low
Carbohydrate Metabolic Process (GO:0005975),11/85,0.8792403855584427,0.9733181352626527,0,0,0.7215270826381938,0.09285832947301041,NEU3;FGGY;NAT8;ALDH2;ALDH1B1;B3GAT3;IDH3G;GLO1;PGGHG;HAS3;NAGA,Low
Glial Cell Differentiation (GO:0010001),3/28,0.8794084953939039,0.9733181352626527,0,0,0.5828269794721408,0.07489662501722409,ERBB3;PICK1;GPR157,Low
Phospholipid Biosynthetic Process (GO:0008654),3/28,0.8794084953939039,0.9733181352626527,0,0,0.5828269794721408,0.07489662501722409,IDI1;SGMS1;VAPA,Low
Positive Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),3/28,0.8794084953939039,0.9733181352626527,0,0,0.5828269794721408,0.07489662501722409,PHB1;CAV2;HIF1A,Low
Positive Regulation of Leukocyte Migration (GO:0002687),3/28,0.8794084953939039,0.9733181352626527,0,0,0.5828269794721408,0.07489662501722409,ADAM8;IL6R;VEGFA,Low
Regulation of Calcium Ion Transmembrane Transport (GO:1903169),3/28,0.8794084953939039,0.9733181352626527,0,0,0.5828269794721408,0.07489662501722409,PRNP;NOS1AP;SPG7,Low
Regulation of Glucose Metabolic Process (GO:0010906),3/28,0.8794084953939039,0.9733181352626527,0,0,0.5828269794721408,0.07489662501722409,IRS2;FBP1;OGT,Low
Regulation of Insulin Secretion Involved in Cellular Response to Glucose Stimulus (GO:0061178),3/28,0.8794084953939039,0.9733181352626527,0,0,0.5828269794721408,0.07489662501722409,KLF7;PPP3CB;SRI,Low
Neural Crest Cell Development (GO:0014032),5/43,0.8795218790653329,0.9733181352626527,0,0,0.63893779342723,0.08202481385778825,TCOF1;SEMA4B;SNAI2;KLHL12;PHACTR4,Low
Synaptic Vesicle Exocytosis (GO:0016079),5/43,0.8795218790653329,0.9733181352626527,0,0,0.63893779342723,0.08202481385778825,SNAP47;SNAPIN;SNAP23;PIP5K1C;STX11,Low
Peptidyl-Threonine Phosphorylation (GO:0018107),4/36,0.8847121234414467,0.9769437543876274,0,0,0.6070328542094456,0.07435725789022626,TNKS;MAPK1;LMTK2;TAF1,Low
Inorganic Anion Transport (GO:0015698),6/51,0.8883287488297621,0.9769437543876274,0,0,0.647373055474024,0.07665763929462302,CLIC4;PACC1;CLIC1;XPR1;SLC17A3;SLC26A6,Low
Amino Acid Transport (GO:0006865),5/44,0.8916145841848134,0.9769437543876274,0,0,0.622517154207295,0.07141598983141145,SLC1A4;SLC3A2;SLC38A2;SLC38A5;SLC38A4,Low
Axon Development (GO:0061564),14/107,0.8932310444339604,0.9769437543876274,0,0,0.7304994827700747,0.08248069893757222,RIPK2;APLP2;BAIAP2;MAPK8IP3;ZDHHC17;RAB10;KLF7;SVBP;TAOK2;S100A6;NRCAM;ARHGEF7;MARK2;FGFR2,Low
Regulation of Vascular Endothelial Growth Factor Production (GO:0010574),3/29,0.8938934668724428,0.9769437543876274,0,0,0.5603767200541394,0.06285671445913808,SARS1;EIF2AK3;HIF1A,Low
N-terminal Protein Amino Acid Modification (GO:0031365),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,NAA50,Low
NADH Oxidation (GO:0006116),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,GPD1,Low
NADPH Regeneration (GO:0006740),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,PGLS,Low
V(D)J Recombination (GO:0033151),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,HMGB2,Low
Actin-Mediated Cell Contraction (GO:0070252),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,LUZP1,Low
Adult Locomotory Behavior (GO:0008344),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,PUM1,Low
Astrocyte Activation (GO:0048143),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,CNTF,Low
Atrial Cardiac Muscle Cell Action Potential (GO:0086014),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,KCNN2,Low
Axonal Fasciculation (GO:0007413),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,NRCAM,Low
"Base-Excision Repair, Gap-Filling (GO:0006287)",1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,PNKP,Low
cAMP Metabolic Process (GO:0046058),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,PTRH2,Low
Catecholamine Metabolic Process (GO:0006584),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,SULT1A3,Low
Cellular Response to Catecholamine Stimulus (GO:0071870),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,SULT1A3,Low
Dehydroascorbic Acid Transport (GO:0070837),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,SLC2A9,Low
Glial Cell-Derived Neurotrophic Factor Receptor Signaling Pathway (GO:0035860),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,GDF15,Low
Glycine Transport (GO:0015816),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,SLC38A5,Low
Glycosaminoglycan Catabolic Process (GO:0006027),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,IDUA,Low
Mesoderm Morphogenesis (GO:0048332),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,SMAD2,Low
Midbrain Dopaminergic Neuron Differentiation (GO:1904948),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,LRP6,Low
Muscle Tissue Development (GO:0060537),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,SMOX,Low
Negative Regulation of Amyloid Fibril Formation (GO:1905907),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,PFDN6,Low
Negative Regulation of Cellular Response to Vascular Endothelial Growth Factor Stimulus (GO:1902548),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,CADM4,Low
Negative Regulation of Chemotaxis (GO:0050922),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,NOTCH1,Low
Negative Regulation of Transmembrane Transport (GO:0034763),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,IRS2,Low
Peptidyl-Tyrosine Autophosphorylation (GO:0038083),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,EGFR,Low
Phosphate Ion Homeostasis (GO:0055062),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,XPR1,Low
"Positive Regulation of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)",1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,TGFBR2,Low
Positive Regulation of Cellular Extravasation (GO:0002693),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,CD99,Low
Positive Regulation of Dendrite Development (GO:1900006),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,COBL,Low
Positive Regulation of Glycoprotein Biosynthetic Process (GO:0010560),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,GOLGA2,Low
Positive Regulation of Granulocyte Macrophage Colony-Stimulating Factor Production (GO:0032725),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,RIGI,Low
Positive Regulation of Insulin Receptor Signaling Pathway (GO:0046628),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,PTPN11,Low
Positive Regulation of Protein Localization to Cell Surface (GO:2000010),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,STX3,Low
Positive Regulation of Reactive Oxygen Species Biosynthetic Process (GO:1903428),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,FASN,Low
Positive Regulation of Ruffle Assembly (GO:1900029),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,HRAS,Low
Potassium Ion Export Across Plasma Membrane (GO:0097623),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,KCNT2,Low
Presynapse Organization (GO:0099172),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,DVL1,Low
"Regulation of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)",1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,RUNX1,Low
Regulation of T Cell Chemotaxis (GO:0010819),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,CXCL10,Low
Regulation of Interleukin-5 Production (GO:0032674),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,RARA,Low
Regulation of Leukocyte Adhesion to Vascular Endothelial Cell (GO:1904994),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,NFAT5,Low
Relaxation of Cardiac Muscle (GO:0055119),1/12,0.8941808647997369,0.9769437543876274,0,0,0.441649792177342,0.04939729910625598,ATP1B1,Low
N-glycan Processing (GO:0006491),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,MAN2A2;PRKCSH,Low
Axon Extension (GO:0048675),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,PPP3CB;ULK1,Low
Cellular Response to pH (GO:0071467),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,MCOLN1;SLC9A1,Low
Establishment of Skin Barrier (GO:0061436),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,CLDN4;TMEM79,Low
Inhibitory Synapse Assembly (GO:1904862),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,CLSTN3;PLXNB1,Low
Innate Immune Response in Mucosa (GO:0002227),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,H2BC4;DEFB1,Low
Neuromuscular Synaptic Transmission (GO:0007274),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,FCHSD1;DTNA,Low
Peripheral Nervous System Development (GO:0007422),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,ERBB3;ADGRG6,Low
Positive Regulation of Epidermal Cell Differentiation (GO:0045606),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,MBD4;PLAAT4,Low
Positive Regulation of Granulocyte Chemotaxis (GO:0071624),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,CXCL8;DNM1L,Low
Regulation of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,ITGB1;SPRY4,Low
Regulation of Membrane Depolarization (GO:0003254),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,B2M;SMAD7,Low
Regulation of Vacuole Organization (GO:0044088),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,TBC1D14;RAB5A,Low
Response to BMP (GO:0071772),2/21,0.8955317748553252,0.9769437543876274,0,0,0.5112870126062738,0.056414169254389857,BMP2;HJV,Low
Defense Response to Gram-negative Bacterium (GO:0050829),11/87,0.8966606881360251,0.9779473363963173,0,0,0.7024544385655497,0.07662215847514443,PYCARD;GSDMB;PNKD;RPS19;SELENOP;HMGB2;DEFB1;ROMO1;LBP;B2M;IL6R,Low
Cardiac Muscle Cell Action Potential (GO:0086001),4/37,0.8973113508319774,0.9782010533178789,0,0,0.5886023627296728,0.06377646379855188,YWHAE;SCN9A;PKP2;ATP1B1,Low
Regulation of Sodium Ion Transport (GO:0002028),4/37,0.8973113508319774,0.9782010533178789,0,0,0.5886023627296728,0.06377646379855188,DLG1;NEDD4;PKP2;PRSS8,Low
Sensory Perception (GO:0007600),6/52,0.8989275193410966,0.9797346973722244,0,0,0.6332614438304769,0.06747582519214884,TTC8;SCN9A;CCL2;TMC7;MYO7A;RETREG1,Low
Collagen Fibril Organization (GO:0030199),5/45,0.9026449013921632,0.9830517752321123,0,0,0.6069175469483568,0.06216416464480515,CRTAP;BMP1;SERPINH1;LOXL4;PLOD2,Low
Synaptic Vesicle Cycle (GO:0099504),5/45,0.9026449013921632,0.9830517752321123,0,0,0.6069175469483568,0.06216416464480515,SNAPIN;AP3S1;PIP5K1C;RAB5A;GIT1,Low
Chordate Embryonic Development (GO:0043009),8/67,0.9047453084054944,0.9830517752321123,0,0,0.6581746683590931,0.06588447037727896,RBP4;BMP2;DEAF1;CHD7;DVL1;ZNF568;FGFR2;VEGFA,Low
Extracellular Matrix Organization (GO:0030198),25/182,0.9057887407393185,0.9830517752321123,0,0,0.7722083938065408,0.07640938590552233,ITGB1;COL18A1;COL16A1;TMPRSS6;LOXL4;PLOD2;LAMC1;ADAMTS13;ADAMTS17;SH3PXD2B;SERPINH1;FLOT1;HAS3;PRSS2;CRTAP;COL27A1;ADAM10;TOX4;BMP1;COL7A1;SMOC1;GFOD2;ADAM8;GAS6;MATN2,Low
Negative Regulation of Mitotic Cell Cycle (GO:0045930),3/30,0.9067949140405881,0.9830517752321123,0,0,0.5395894428152492,0.05279287479732699,HECA;ZFP36L2;PML,Low
Microtubule Bundle Formation (GO:0001578),6/53,0.9086510328935121,0.9830517752321123,0,0,0.6197503262994211,0.05936846236462557,CLIP1;STK36;ZNF207;GAS8;CLASP1;CDK5RAP2,Low
Heart Looping (GO:0001947),4/38,0.9086809115786548,0.9830517752321123,0,0,0.5712560178075337,0.054704206786107185,NOTCH1;SMOX;DVL1;TGFBR2,Low
Positive Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046427),4/38,0.9086809115786548,0.9830517752321123,0,0,0.5712560178075337,0.054704206786107185,GHR;NOTCH1;OCIAD1;OCIAD2,Low
Regulation of Potassium Ion Transport (GO:0043266),4/38,0.9086809115786548,0.9830517752321123,0,0,0.5712560178075337,0.054704206786107185,YWHAE;CD63;DLG1;KCNN2,Low
Regulation of Neuron Projection Development (GO:0010975),24/176,0.9088406221582249,0.9830517752321123,0,0,0.7657125995868987,0.0731910472140544,CAMK2B;HDAC2;MYCBP2;CIB1;TSKU;SNX3;SETX;GAK;SIPA1L1;FES;VPS72;TRPV4;NCS1;RAPGEF1;ABL2;PLXNB2;DENND5A;APOE;PKN1;ARHGEF7;CAMK2G;MARK2;ITM2C;ARF6,Low
Fc-epsilon Receptor Signaling Pathway (GO:0038095),2/22,0.9100228561431595,0.9830517752321123,0,0,0.4856933450600997,0.04579387055517065,MAP2K4;MAPK9,Low
Acylglycerol Biosynthetic Process (GO:0046463),2/22,0.9100228561431595,0.9830517752321123,0,0,0.4856933450600997,0.04579387055517065,DGAT1;PNPLA2,Low
Hexose Transmembrane Transport (GO:0008645),2/22,0.9100228561431595,0.9830517752321123,0,0,0.4856933450600997,0.04579387055517065,SLC2A9;SLC50A1,Low
Inositol Phosphate Metabolic Process (GO:0043647),2/22,0.9100228561431595,0.9830517752321123,0,0,0.4856933450600997,0.04579387055517065,MINPP1;OCRL,Low
Mammary Gland Development (GO:0030879),2/22,0.9100228561431595,0.9830517752321123,0,0,0.4856933450600997,0.04579387055517065,CAV1;VEGFA,Low
Monocarboxylic Acid Catabolic Process (GO:0072329),2/22,0.9100228561431595,0.9830517752321123,0,0,0.4856933450600997,0.04579387055517065,ECI2;FAH,Low
Peptidyl-Tyrosine Dephosphorylation (GO:0035335),2/22,0.9100228561431595,0.9830517752321123,0,0,0.4856933450600997,0.04579387055517065,PTPN1;PTPN11,Low
Positive Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0045954),2/22,0.9100228561431595,0.9830517752321123,0,0,0.4856933450600997,0.04579387055517065,CADM1;LAMP1,Low
Regulation of Neural Precursor Cell Proliferation (GO:2000177),2/22,0.9100228561431595,0.9830517752321123,0,0,0.4856933450600997,0.04579387055517065,ID2;NES,Low
Activation of Protein Kinase B Activity (GO:0032148),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,GAS6,Low
Aminoglycan Catabolic Process (GO:0006026),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,IDUA,Low
Atrial Septum Development (GO:0003283),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,MDM4,Low
Cellular Response to Acidic pH (GO:0071468),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,SLC9A1,Low
Cellular Response to Growth Hormone Stimulus (GO:0071378),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,GHR,Low
Hyaluronan Metabolic Process (GO:0030212),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,HAS3,Low
Intraciliary Retrograde Transport (GO:0035721),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,DYNLL1,Low
Mature B Cell Differentiation Involved in Immune Response (GO:0002313),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,PHF14,Low
Microvillus Organization (GO:0032528),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,RAP2B,Low
Muscle Filament Sliding (GO:0030049),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,TTR,Low
Negative Regulation of T Cell Differentiation (GO:0045581),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,IRF1,Low
Negative Regulation of Bone Mineralization (GO:0030502),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,ECM1,Low
Negative Regulation of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040037),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,SPRY4,Low
Negative Regulation of Toll-Like Receptor 4 Signaling Pathway (GO:0034144),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,TNFAIP3,Low
Positive Regulation by Symbiont of Entry Into Host (GO:0075294),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,TRIM11,Low
Positive Regulation of Ras Protein Signal Transduction (GO:0046579),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,NOTCH1,Low
+ Reg of Insulin Secretion Inv in Cellular Resp to Glucose Stimulus (GO:0035774),1/13,0.9122494522487594,0.9830517752321123,0,0,0.40482121922626024,0.03717951111396693,PPP3CB,Low
